ID,UserId,CourseId,Progress,StartDate,Completed,Title,Category,Total_enrollment,Total_Completions,completion_rate,Username,Department,Enrollments,Completions
EN2165,EMP233,COR1247,100,2023-03-01,1,Principles of Computing (Part 1),Software Development,3850,3830,99.48051948051948,Emily Hill,Solution Consultant,29,22
EN2166,EMP042,COR1673,15,2023-03-02,0,Análisis de situaciones de negocio,Leadership and Management,2107,1148,54.48504983388705,Jeffrey Hernandez,Senior Software Engineer,18,11
EN2167,EMP208,COR0161,84,2023-03-02,0,FPGA Design for Embedded Systems Specialization,Electrical Engineering,959,814,84.8800834202294,Meghan Shaffer,Solution Enabler,29,22
EN2168,EMP221,COR0633,100,2023-03-02,1,The Science of Stem Cells,Basic Science,4509,2665,59.10401419383455,Arthur Johnson,Solution Enabler,25,18
EN2169,EMP072,COR0421,78,2023-03-02,0,IBM DevOps and Software Engineering Professional Certificate,Software Development,3794,3271,86.21507643647865,Courtney Richards,Software Engineer,6,0
EN2170,EMP138,COR0111,94,2023-03-03,0,Networking in Google Cloud Specialization,Networking,2615,1782,68.14531548757171,Richard Blake,Senior Software Engineer,27,20
EN2171,EMP206,COR0570,100,2023-03-03,1,L'excellence opérationnelle en pratique,Leadership and Management,3028,2070,68.36195508586526,Daniel Rodriguez,Software Engineer,26,19
EN2172,EMP228,COR1260,100,2023-03-03,1,Business English: Making Presentations,Learning English,4711,4439,94.22627892167267,Danielle Horne,Solution Enabler,24,17
EN2173,EMP127,COR1240,24,2023-03-03,0,Financial Forecasting and Reporting,Leadership and Management,691,379,54.848046309696095,Zachary Padilla,Solution Enabler,9,2
EN2174,EMP264,COR1342,100,2023-03-03,1,International B2B (Business to Business) Marketing,Marketing,1324,1223,92.37160120845923,Tom Singh,Solution Consultant,27,20
EN2175,EMP228,COR1997,100,2023-03-03,1,Branding and Customer Experience,Marketing,3194,0,0.0,Danielle Horne,Solution Enabler,24,17
EN2176,EMP277,COR1358,32,2023-03-04,0,Applying Data Analytics in Marketing,Marketing,3896,3176,81.51950718685832,Mary Cohen MD,Senior Software Engineer,17,10
EN2177,EMP016,COR0694,3,2023-03-04,0,Agile with Atlassian Jira,Software Development,2423,2063,85.14238547255468,Michael Miller,Software Engineer,25,18
EN2178,EMP101,COR1743,100,2023-03-04,1,Tricky English Grammar,Learning English,372,312,83.87096774193549,Carl Reynolds,Solution Consultant,24,17
EN2179,EMP047,COR1509,100,2023-03-04,1,"Unsupervised Learning, Recommenders, Reinforcement Learning",Machine Learning,4672,3285,70.3125,Peter Wright,Software Engineer,29,22
EN2180,EMP071,COR1603,100,2023-03-04,1,Salesforce Basics,Business Essentials,104,72,69.23076923076923,Timothy Martinez,Solution Consultant,30,23
EN2181,EMP119,COR1844,100,2023-03-04,1,Finding Hidden Messages in DNA (Bioinformatics I),Health Informatics,3037,2209,72.7362528811327,Brandon Hawkins,Software Engineer,22,15
EN2182,EMP219,COR0256,59,2023-03-05,0,Entrepreneurial Finance: Strategy and Innovation Specialization,Entrepreneurship,3793,3704,97.65357237015554,Bradley Cabrera,Senior Software Engineer,30,23
EN2183,EMP021,COR0382,100,2023-03-05,1,Fundraising and Development Specialization,Business Strategy,731,580,79.34336525307798,Felicia Brown,Solution Consultant,21,14
EN2184,EMP124,COR0801,100,2023-03-05,1,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Algorithms,2809,1915,68.17372730509078,Joshua Robinson,Senior Software Engineer,20,13
EN2185,EMP290,COR0257,100,2023-03-05,1,Learning Linux for LFCA Certification Specialization,Software Development,1326,1274,96.07843137254902,Marie Brown,Senior Software Engineer,26,19
EN2186,EMP039,COR1157,15,2023-03-05,0,Sensor Manufacturing and Process Control,Electrical Engineering,304,234,76.97368421052632,Cindy Mason,Senior Software Engineer,28,21
EN2187,EMP269,COR1270,71,2023-03-05,0,Hardware Description Languages for FPGA Design,Electrical Engineering,1028,613,59.63035019455253,Jillian Martinez,Solution Consultant,10,3
EN2188,EMP109,COR0546,44,2023-03-06,0,Spanish for Successful Communication in Healthcare Settings,Patient Care,2341,1256,53.65228534814182,Amanda Jones,Senior Software Engineer,19,12
EN2189,EMP214,COR0438,100,2023-03-06,1,Meta Back-End Developer Professional Certificate,Mobile and Web Development,2392,1284,53.67892976588629,Tara Scott,Software Engineer,24,17
EN2190,EMP068,COR0729,29,2023-03-06,0,Fundamentals of Quantitative Modeling,Business Essentials,3241,2304,71.08917000925639,Brenda Sloan,Solution Consultant,6,0
EN2191,EMP250,COR1930,100,2023-03-06,1,The Art of Music Production,Music and Art,3990,2597,65.08771929824562,Gina Williams,Solution Enabler,22,15
EN2192,EMP116,COR1376,100,2023-03-06,1,Healthcare Marketplace,Finance,1978,1330,67.23963599595551,Monica Rivera,Software Engineer,23,16
EN2193,EMP165,COR0102,100,2023-03-06,1,MATLAB Programming for Engineers and Scientists Specialization,Software Development,121,113,93.38842975206612,Melissa Franco,Software Engineer,10,3
EN2194,EMP260,COR0179,34,2023-03-06,0,"TESOL Certificate, Part 2: Teach English Now! Specialization",Learning English,386,248,64.24870466321244,Victoria Moore,Solution Consultant,22,15
EN2195,EMP122,COR0615,100,2023-03-07,1,Finding Purpose and Meaning In Life: Living for What Matters Most,Personal Development,1339,1286,96.04182225541449,Scott Young,Senior Software Engineer,19,12
EN2196,EMP150,COR0129,9,2023-03-07,0,"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",Nutrition,4708,3095,65.7391673746814,David Wright,Software Engineer,13,6
EN2197,EMP088,COR0051,100,2023-03-07,1,Reinforcement Learning Specialization,Machine Learning,1440,1329,92.29166666666667,Mrs. Rachel Clark,Software Engineer,22,15
EN2198,EMP093,COR1845,100,2023-03-07,1,Speaking and Presenting: Poise,Personal Development,1942,1742,89.70133882595263,Megan Morgan,Solution Enabler,18,11
EN2199,EMP092,COR1133,100,2023-03-07,1,Principles of Computing (Part 2),Software Development,4917,3365,68.43603823469596,Joshua Garza,Software Engineer,26,19
EN2200,EMP149,COR0850,19,2023-03-07,0,Analyze Datasets and Train ML Models using AutoML,Machine Learning,1934,1604,82.93691830403309,Julia Barry,Senior Software Engineer,16,9
EN2201,EMP069,COR0235,99,2023-03-07,0,"Strategic Leadership: Impact, Change, and Decision-Making Specialization",Leadership and Management,1722,1645,95.52845528455285,Gregory Francis,Solution Consultant,15,8
EN2202,EMP171,COR1097,28,2023-03-08,0,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing,802,419,52.244389027431424,Elaine Sanchez,Software Engineer,1,0
EN2203,EMP210,COR0906,43,2023-03-08,0,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Marketing,4102,4071,99.2442710872745,Tanner Wright,Solution Enabler,25,18
EN2204,EMP041,COR0657,30,2023-03-09,0,Financial Markets,Finance,2438,1547,63.45365053322395,Cheryl Smith,Software Engineer,25,18
EN2205,EMP214,COR1506,100,2023-03-09,1,Access Control Concepts,Security,2563,2232,87.08544674209911,Tara Scott,Software Engineer,24,17
EN2206,EMP297,COR1425,23,2023-03-09,0,Statistical Inference and Hypothesis Testing in Data Science Applications,Probability and Statistics,1112,1062,95.50359712230215,James Smith,Senior Software Engineer,26,19
EN2207,EMP060,COR1566,100,2023-03-09,1,Project Execution and Control,Leadership and Management,1945,1072,55.11568123393317,Nicole Fitzgerald,Senior Software Engineer,19,12
EN2208,EMP162,COR0602,1,2023-03-09,0,Equine Welfare and Management,Animal Health,1652,1563,94.61259079903148,Keith Thomas,Solution Consultant,11,4
EN2209,EMP173,COR0288,100,2023-03-09,1,Salesforce Fundamentals Specialization,Business Essentials,2131,1558,73.11121539183482,Joyce Lane,Software Engineer,18,11
EN2210,EMP041,COR0134,100,2023-03-09,1,Investment Management with Python and Machine Learning Specialization,Finance,2963,1828,61.69422882213972,Cheryl Smith,Software Engineer,25,18
EN2211,EMP157,COR0282,100,2023-03-09,1,International Business Essentials Specialization,Business Essentials,792,582,73.48484848484848,Douglas Neal,Solution Consultant,9,2
EN2212,EMP248,COR0361,100,2023-03-09,1,Implementación del Marketing Mix Specialization,Marketing,1692,1155,68.26241134751773,Megan Doyle,Senior Software Engineer,29,22
EN2213,EMP178,COR1049,60,2023-03-09,0,Artificial Intelligence and legal issues,Algorithms,2688,2356,87.64880952380952,Kelly Willis,Senior Software Engineer,7,0
EN2214,EMP165,COR0837,100,2023-03-09,0,Supply Chain Principles,Business Essentials,2943,1802,61.23003737682636,Melissa Franco,Software Engineer,10,3
EN2215,EMP186,COR1240,83,2023-03-09,0,Financial Forecasting and Reporting,Leadership and Management,691,379,54.848046309696095,Cheryl Wilson,Software Engineer,3,0
EN2216,EMP049,COR1141,40,2023-03-10,0,Building Your Leadership Skills,Leadership and Management,4154,4098,98.6519017814155,Rachel Reyes,Senior Software Engineer,29,22
EN2217,EMP231,COR0790,100,2023-03-10,1,Contabilidad para no contadores,Finance,3711,2662,71.73268660738346,Sarah Morris,Solution Enabler,25,18
EN2218,EMP078,COR0796,100,2023-03-10,1,Circular Economy - Sustainable Materials Management,Environmental Science and Sustainability,3146,2683,85.28289891926255,Michelle Armstrong,Solution Consultant,23,16
EN2219,EMP248,COR0197,100,2023-03-10,1,Inspired Leadership Specialization,Leadership and Management,1049,686,65.39561487130601,Megan Doyle,Senior Software Engineer,29,22
EN2220,EMP259,COR1062,60,2023-03-10,0,Supply Chain Planning,Business Strategy,4596,2669,58.072236727589214,Michael Bailey,Solution Enabler,20,13
EN2221,EMP279,COR1829,81,2023-03-10,0,Ethical Leadership Through Giving Voice to Values,Leadership and Management,896,694,77.45535714285714,Jackie Bell,Software Engineer,6,0
EN2222,EMP132,COR0270,59,2023-03-10,0,Data Warehousing for Business Intelligence Specialization,Data Analysis,4298,2508,58.35272219637041,David Mcdowell,Software Engineer,22,15
EN2223,EMP071,COR1570,100,2023-03-11,1,Leading transformations: Manage change,Leadership and Management,3311,2403,72.57626094835398,Timothy Martinez,Solution Consultant,30,23
EN2224,EMP143,COR0997,73,2023-03-11,0,Excel for Beginners: Pivot Tables,Business Essentials,1599,1340,83.80237648530331,Joseph Moore,Senior Software Engineer,25,18
EN2225,EMP208,COR1894,100,2023-03-11,1,Data-driven Decision Making,Data Analysis,2914,2599,89.1901166781057,Meghan Shaffer,Solution Enabler,29,22
EN2226,EMP050,COR0212,4,2023-03-11,0,The Pronunciation of American English Specialization,Learning English,2851,2109,73.97404419501929,Patricia Ruiz,Solution Consultant,14,7
EN2227,EMP034,COR1867,54,2023-03-11,0,Financial Accounting: Foundations,Finance,2246,1140,50.756901157613534,Michael Parsons,Software Engineer,13,6
EN2228,EMP159,COR1323,41,2023-03-12,0,Introduction to R Programming for Data Science,Data Analysis,2474,1867,75.46483427647534,Gregory Schultz,Software Engineer,6,0
EN2229,EMP077,COR0975,90,2023-03-12,0,Introduction to Environmental Law and Policy,Law,2802,2228,79.5146324054247,Max Blair,Solution Enabler,18,11
EN2230,EMP199,COR0289,100,2023-03-12,1,Advanced Statistics for Data Science Specialization,Math and Logic,2406,1923,79.92518703241896,Richard Kim,Software Engineer,30,23
EN2231,EMP021,COR0577,25,2023-03-12,0,Corporate & Commercial Law I: Contracts & Employment Law,Business Essentials,4934,3703,75.05066882853669,Felicia Brown,Solution Consultant,21,14
EN2232,EMP263,COR0009,18,2023-03-12,0,Data Engineering Foundations Specialization,Data Management,489,288,58.895705521472394,Larry Curtis,Software Engineer,20,13
EN2233,EMP228,COR1964,100,2023-03-12,1,Quantitative Research,Marketing,4336,0,0.0,Danielle Horne,Solution Enabler,24,17
EN2234,EMP106,COR1534,92,2023-03-12,0,Leading People and Teams Capstone,Leadership and Management,821,803,97.80755176613886,Helen Taylor,Solution Consultant,28,21
EN2235,EMP057,COR0262,59,2023-03-12,0,Fundamentals of Computing Specialization,Software Development,3294,2276,69.09532483302975,Leslie Davis,Solution Consultant,22,15
EN2236,EMP083,COR1179,100,2023-03-13,1,A Technical Leader's Qualities and Effectiveness,Personal Development,829,578,69.72255729794934,Amy Nelson,Solution Consultant,12,5
EN2237,EMP111,COR0013,29,2023-03-13,0,Cloud Application Development Foundations Specialization,Cloud Computing,3096,2827,91.31136950904393,Brandon Cantu,Solution Consultant,21,14
EN2238,EMP110,COR1891,14,2023-03-13,0,Inferential Statistical Analysis with Python,Data Analysis,3335,3062,91.81409295352324,Kristina Farmer,Solution Enabler,5,0
EN2239,EMP129,COR1566,100,2023-03-14,1,Project Execution and Control,Leadership and Management,1945,1072,55.11568123393317,Heather Green,Software Engineer,12,5
EN2240,EMP117,COR1874,100,2023-03-14,1,Data Structures and Performance,Algorithms,3095,1622,52.407108239095315,Kayla Goodman,Solution Enabler,26,19
EN2241,EMP224,COR0306,100,2023-03-14,1,C++ Programming for Unreal Game Development Specialization,Software Development,607,464,76.44151565074135,Zachary Schwartz,Software Engineer,18,11
EN2242,EMP015,COR1260,32,2023-03-14,0,Business English: Making Presentations,Learning English,4711,4439,94.22627892167267,Edgar Francis,Solution Consultant,16,9
EN2243,EMP116,COR1794,97,2023-03-14,0,Coaching Conversations,Leadership and Management,2638,2138,81.04624715693708,Monica Rivera,Software Engineer,23,16
EN2244,EMP090,COR1265,92,2023-03-14,0,What is Financial Accounting?,Business Essentials,3563,3105,87.14566376648891,Erica Reilly,Solution Enabler,26,19
EN2245,EMP206,COR0358,100,2023-03-14,1,Palliative Care: It's Not Just Hospice Anymore Specialization,Patient Care,1531,1352,88.3082952318746,Daniel Rodriguez,Software Engineer,26,19
EN2246,EMP018,COR1676,100,2023-03-14,1,A Crash Course in Data Science,Data Analysis,1006,551,54.771371769383705,Melissa Campbell,Software Engineer,12,5
EN2247,EMP029,COR0167,100,2023-03-14,1,Introduction to Logic and Critical Thinking Specialization,Philosophy,3920,3859,98.4438775510204,Natasha Harper,Software Engineer,22,15
EN2248,EMP166,COR0201,100,2023-03-15,1,Management Consulting Specialization,Leadership and Management,3408,2663,78.13967136150235,Cindy Bullock,Senior Software Engineer,21,14
EN2249,EMP218,COR0409,4,2023-03-15,0,Communication For Everyone  Specialization,Personal Development,1849,1649,89.1833423472147,Russell Coleman,Software Engineer,10,3
EN2250,EMP205,COR0767,4,2023-03-15,0,Introduction to Data Engineering,Data Management,4706,3790,80.53548661283469,Amy Lynch,Software Engineer,22,15
EN2251,EMP177,COR1013,72,2023-03-15,0,Verb Tenses and Passives,Learning English,4428,4081,92.16350496838301,Maria Hansen,Software Engineer,13,6
EN2252,EMP076,COR1423,100,2023-03-15,1,Teach English Now! Foundational Principles,Education,1064,544,51.127819548872175,Adrian Flowers,Software Engineer,28,21
EN2253,EMP278,COR0148,37,2023-03-15,0,Excel/VBA for Creative Problem Solving Specialization,Design and Product,3540,2074,58.587570621468934,Meredith Clark,Solution Enabler,22,15
EN2254,EMP210,COR1517,83,2023-03-15,0,Mandarin Chinese 3: Chinese for Beginners,Other Languages,4906,4723,96.26987362413372,Tanner Wright,Solution Enabler,25,18
EN2255,EMP228,COR0339,66,2023-03-15,0,Immunology: The Immune System and its Failures Specialization,Basic Science,2454,2453,99.95925020374898,Danielle Horne,Solution Enabler,24,17
EN2256,EMP093,COR1066,66,2023-03-15,0,Data Structures,Algorithms,219,157,71.68949771689498,Megan Morgan,Solution Enabler,18,11
EN2257,EMP214,COR1928,100,2023-03-16,1,Comparative Health Systems,Public Health,1757,1068,60.7854297097325,Tara Scott,Software Engineer,24,17
EN2258,EMP265,COR1935,16,2023-03-16,0,"Pressure, Force, Motion, and Humidity Sensors ",Electrical Engineering,3982,3830,96.18282270215973,Scott Morris,Software Engineer,16,9
EN2259,EMP025,COR1419,0,2023-03-17,0,Capstone: Your Story,Music and Art,2295,1883,82.0479302832244,Bill Walker,Senior Software Engineer,8,1
EN2260,EMP127,COR1860,49,2023-03-17,0,Introduction to Ableton Live,Music and Art,4488,3086,68.76114081996435,Zachary Padilla,Solution Enabler,9,2
EN2261,EMP093,COR1770,53,2023-03-17,0,Digital Product Management: Modern Fundamentals,Leadership and Management,3868,3234,83.60910031023785,Megan Morgan,Solution Enabler,18,11
EN2262,EMP010,COR1230,100,2023-03-18,1,RPA Basics and Introduction to UiPath,Software Development,934,875,93.6830835117773,Patrick Sanchez,Solution Consultant,27,20
EN2263,EMP221,COR0399,100,2023-03-18,1,Introducción a la inteligencia artificial Specialization,Algorithms,208,192,92.3076923076923,Arthur Johnson,Solution Enabler,25,18
EN2264,EMP070,COR1415,58,2023-03-18,0,Battery Pack Balancing and Power Estimation,Electrical Engineering,203,136,66.99507389162561,Tiffany Edwards,Solution Enabler,30,23
EN2265,EMP126,COR0224,96,2023-03-19,0,Investment and Portfolio Management Specialization,Finance,2956,1729,58.49120433017592,Catherine Moses,Solution Consultant,10,3
EN2266,EMP163,COR1349,100,2023-03-19,1,Architecting with Google Kubernetes Engine: Workloads,Software Development,720,466,64.72222222222223,Tanya Gould,Senior Software Engineer,27,20
EN2267,EMP045,COR1461,47,2023-03-19,0,Decentralized Applications (Dapps),Software Development,859,806,93.83003492433062,Christina Mendoza,Solution Enabler,4,0
EN2268,EMP143,COR1023,100,2023-03-19,1,Managing Network Security,Security,3593,2424,67.46451433342611,Joseph Moore,Senior Software Engineer,25,18
EN2269,EMP092,COR0828,72,2023-03-20,0,Oil & Gas Industry Operations and Markets,Environmental Science and Sustainability,4897,2743,56.013886052685315,Joshua Garza,Software Engineer,26,19
EN2270,EMP273,COR1083,100,2023-03-20,1,Graph Analytics for Big Data,Data Analysis,3661,2024,55.28544113630156,Beverly Meza,Solution Consultant,21,14
EN2271,EMP243,COR0160,100,2023-03-20,1,Probabilistic Graphical Models  Specialization,Machine Learning,1077,742,68.89507892293408,Sergio Taylor,Solution Enabler,16,9
EN2272,EMP238,COR1340,45,2023-03-20,0,Marketing: Customer Needs and Wants,Business Strategy,1409,1287,91.34137686302341,Chelsea Ramirez,Software Engineer,25,18
EN2273,EMP154,COR1169,100,2023-03-20,1,Ordered Data Structures,Software Development,4456,3856,86.53500897666068,Gregory Hardin,Solution Enabler,10,3
EN2274,EMP043,COR0585,100,2023-03-20,1,Fundamentals of Machine Learning for Healthcare,Machine Learning,1710,1121,65.55555555555556,Bonnie Grant,Solution Consultant,24,17
EN2275,EMP214,COR0305,100,2023-03-21,1,Innovation: From Creativity to Entrepreneurship Specialization,Leadership and Management,4089,3579,87.52751283932501,Tara Scott,Software Engineer,24,17
EN2276,EMP231,COR1781,100,2023-03-21,1,Introduction to Food and Our Environment,Nutrition,1670,1044,62.514970059880234,Sarah Morris,Solution Enabler,25,18
EN2277,EMP060,COR0945,100,2023-03-21,1,Design a User Experience for Social Good & Prepare for Jobs,Design and Product,1169,606,51.83917878528656,Nicole Fitzgerald,Senior Software Engineer,19,12
EN2278,EMP250,COR1790,19,2023-03-21,0,Business English: Networking,Learning English,4257,3925,92.2010805731736,Gina Williams,Solution Enabler,22,15
EN2279,EMP262,COR1719,100,2023-03-22,1,Black-box and White-box Testing,Software Development,3369,1748,51.88483229444939,Craig Duncan,Software Engineer,26,19
EN2280,EMP066,COR1158,6,2023-03-22,0,Machine Learning: Regression,Machine Learning,2842,2459,86.52357494722027,Jeremy Acevedo,Software Engineer,15,8
EN2281,EMP261,COR0692,100,2023-03-22,1,Bookkeeping Basics,Business Essentials,678,402,59.29203539823009,James Brewer,Software Engineer,29,22
EN2282,EMP106,COR0515,100,2023-03-22,1,AI Fundamentals for Non-Data Scientists,Leadership and Management,513,273,53.216374269005854,Helen Taylor,Solution Consultant,28,21
EN2283,EMP214,COR1938,100,2023-03-22,1,Drug Development,Research,3610,2114,58.5595567867036,Tara Scott,Software Engineer,24,17
EN2284,EMP033,COR0028,1,2023-03-23,0,Learn SQL Basics for Data Science Specialization,Data Analysis,4489,2552,56.85007796836712,Larry Lane,Solution Consultant,15,8
EN2285,EMP116,COR0904,100,2023-03-23,1,Using Python to Interact with the Operating System,Support and Operations,2651,1521,57.37457563183705,Monica Rivera,Software Engineer,23,16
EN2286,EMP086,COR0051,100,2023-03-23,1,Reinforcement Learning Specialization,Machine Learning,1440,1329,92.29166666666667,William Pearson,Software Engineer,24,17
EN2287,EMP043,COR0824,100,2023-03-23,1,Dino 101: Dinosaur Paleobiology,Basic Science,3442,2697,78.35560720511332,Bonnie Grant,Solution Consultant,24,17
EN2288,EMP259,COR1375,100,2023-03-23,1,Customising your models with TensorFlow 2,Machine Learning,2532,1734,68.48341232227489,Michael Bailey,Solution Enabler,20,13
EN2289,EMP200,COR1960,29,2023-03-23,0,Habilidades gerenciales: Proyecto final,Personal Development,3636,0,0.0,Amber Frazier,Senior Software Engineer,12,5
EN2290,EMP228,COR1532,99,2023-03-23,0,Tools for Exploratory Data Analysis in Business,Data Analysis,2309,1634,70.76656561281939,Danielle Horne,Solution Enabler,24,17
EN2291,EMP063,COR0423,7,2023-03-23,0,IBM Data Engineering Professional Certificate,Data Management,641,380,59.2823712948518,Gerald Turner,Senior Software Engineer,20,13
EN2292,EMP209,COR0448,100,2023-03-23,1,Salesforce Sales Operations Professional Certificate,Business Essentials,1359,1180,86.82855040470935,Krista Walker,Senior Software Engineer,21,14
EN2293,EMP049,COR0151,100,2023-03-23,1,"Songwriting: Writing, Arranging, and Producing Music Specialization",Music and Art,4090,2153,52.640586797066014,Rachel Reyes,Senior Software Engineer,29,22
EN2294,EMP100,COR1090,75,2023-03-23,0,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",Health Informatics,2428,2162,89.04448105436573,Bryan Nguyen,Senior Software Engineer,23,16
EN2295,EMP208,COR0593,100,2023-03-24,1,Malware Analysis and Introduction to Assembly Language,Security,1222,1110,90.83469721767594,Meghan Shaffer,Solution Enabler,29,22
EN2296,EMP041,COR0310,42,2023-03-24,0,Content Strategy for Professionals Specialization,Marketing,2507,2291,91.3841244515357,Cheryl Smith,Software Engineer,25,18
EN2297,EMP136,COR1831,100,2023-03-24,1,Battery State-of-Health (SOH) Estimation,Electrical Engineering,1010,921,91.1881188118812,Patrick Andrews,Solution Consultant,29,22
EN2298,EMP024,COR1148,8,2023-03-24,0,Solución de problemas y toma de decisiones,Leadership and Management,249,173,69.47791164658635,Justin Jackson,Solution Enabler,28,21
EN2299,EMP104,COR1654,62,2023-03-25,0,Optical Efficiency and Resolution,Electrical Engineering,3229,2839,87.92195726231031,Tammy Parker,Solution Consultant,19,12
EN2300,EMP006,COR1397,24,2023-03-25,0,Easing Physical Symptoms: It's Not Just Hospice Anymore,Patient Care,103,60,58.252427184466015,Kimberly Patel,Solution Consultant,22,15
EN2301,EMP067,COR0690,100,2023-03-25,1,Natural Language Processing with Classification and Vector Spaces,Machine Learning,616,502,81.4935064935065,Douglas Wright DDS,Solution Consultant,10,3
EN2302,EMP231,COR0178,9,2023-03-25,0,Finance for Technical Managers Specialization,Leadership and Management,2475,1488,60.12121212121212,Sarah Morris,Solution Enabler,25,18
EN2303,EMP050,COR1280,100,2023-03-25,1,Product Management Essentials,Business Essentials,4517,4304,95.28448085012177,Patricia Ruiz,Solution Consultant,14,7
EN2304,EMP241,COR1456,73,2023-03-26,0,Inferential Statistics,Probability and Statistics,2963,2140,72.22409719878502,Samantha Banks,Senior Software Engineer,5,0
EN2305,EMP060,COR0450,100,2023-03-26,1,Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate,Cloud Computing,1512,1193,78.9021164021164,Nicole Fitzgerald,Senior Software Engineer,19,12
EN2306,EMP084,COR0276,23,2023-03-26,0,Good with Words: Speaking and Presenting Specialization,Personal Development,2506,1942,77.49401436552274,Erika Dixon,Senior Software Engineer,8,1
EN2307,EMP073,COR0167,97,2023-03-26,0,Introduction to Logic and Critical Thinking Specialization,Philosophy,3920,3859,98.4438775510204,Nicole Martin,Solution Consultant,23,16
EN2308,EMP166,COR0973,100,2023-03-26,1,Bugs 101: Insect-Human Interactions,Basic Science,881,612,69.46651532349603,Cindy Bullock,Senior Software Engineer,21,14
EN2309,EMP217,COR1357,100,2023-03-27,1,Understanding Financial Markets,Finance,3427,2380,69.44849722789613,Matthew Smith,Solution Enabler,18,11
EN2310,EMP070,COR1349,100,2023-03-27,1,Architecting with Google Kubernetes Engine: Workloads,Software Development,720,466,64.72222222222223,Tiffany Edwards,Solution Enabler,30,23
EN2311,EMP203,COR0438,100,2023-03-27,1,Meta Back-End Developer Professional Certificate,Mobile and Web Development,2392,1284,53.67892976588629,Christopher Gonzalez,Software Engineer,24,17
EN2312,EMP117,COR0584,78,2023-03-28,0,Customer Segmentation and Prospecting,Business Essentials,4858,4817,99.15603128859613,Kayla Goodman,Solution Enabler,26,19
EN2313,EMP198,COR1124,100,2023-03-28,1,Magnetics for Power Electronic Converters,Electrical Engineering,4102,3873,94.41735738664066,Krystal Griffith,Software Engineer,26,19
EN2314,EMP228,COR0317,100,2023-03-28,1,Integrative Nursing Specialization,Patient Care,3600,3465,96.25,Danielle Horne,Solution Enabler,24,17
EN2315,EMP176,COR0424,100,2023-03-28,1,IBM Data Analytics with Excel and R Professional Certificate,Data Analysis,2000,1242,62.1,Kevin Garcia,Senior Software Engineer,18,11
EN2316,EMP010,COR0698,19,2023-03-28,0,SQL for Data Science,Data Analysis,1726,1472,85.28389339513326,Patrick Sanchez,Solution Consultant,27,20
EN2317,EMP006,COR0301,100,2023-03-28,1,Android App Development Specialization,Mobile and Web Development,2588,2092,80.83462132921174,Kimberly Patel,Solution Consultant,22,15
EN2318,EMP044,COR1846,44,2023-03-28,0,Value-Based Care: Reimbursement Models,Public Health,4705,3122,66.35494155154092,Gregory Gonzalez,Senior Software Engineer,13,6
EN2319,EMP133,COR1462,100,2023-03-28,1,Agile Meets Design Thinking,Design and Product,3550,2999,84.47887323943662,Robert Gould,Senior Software Engineer,27,20
EN2320,EMP290,COR1873,100,2023-03-28,1,U.S. Federal Taxation Capstone,Business Essentials,3832,3703,96.63361169102296,Marie Brown,Senior Software Engineer,26,19
EN2321,EMP263,COR1109,5,2023-03-28,0,Data Visualization with Advanced Excel,Data Analysis,1451,991,68.29772570640938,Larry Curtis,Software Engineer,20,13
EN2322,EMP131,COR1850,43,2023-03-28,0,"Medical Emergencies: Airway, Breathing, and Circulation",Patient Care,3636,2404,66.11661166116612,Patricia Richards,Solution Consultant,7,0
EN2323,EMP218,COR1592,100,2023-03-28,1,Introduction to Genomic Technologies,Data Analysis,4205,2681,63.757431629013084,Russell Coleman,Software Engineer,10,3
EN2324,EMP162,COR0765,40,2023-03-29,0,Behavioral Finance,Finance,2970,2054,69.15824915824916,Keith Thomas,Solution Consultant,11,4
EN2325,EMP246,COR1061,100,2023-03-30,1,Google Drive,Cloud Computing,1876,1597,85.12793176972282,Cindy Bauer,Senior Software Engineer,28,21
EN2326,EMP035,COR1891,10,2023-03-30,0,Inferential Statistical Analysis with Python,Data Analysis,3335,3062,91.81409295352324,John Horton,Senior Software Engineer,13,6
EN2327,EMP152,COR1695,100,2023-03-30,1,Advanced Content and Social Tactics to Optimize SEO,Marketing,1010,855,84.65346534653465,Barbara Anderson,Solution Enabler,16,9
EN2328,EMP179,COR0786,100,2023-03-30,1,Data Visualization and Dashboards with Excel and Cognos,Data Analysis,3408,3060,89.7887323943662,Katherine Baird,Solution Consultant,15,8
EN2329,EMP120,COR0735,19,2023-03-30,0,Databases and SQL for Data Science with Python,Data Analysis,3967,2206,55.60877237206957,Rachael Gomez,Solution Enabler,8,1
EN2330,EMP072,COR1487,13,2023-03-30,0,Managing Big Data with MySQL,Data Analysis,2769,1660,59.94944023113037,Courtney Richards,Software Engineer,6,0
EN2331,EMP223,COR0743,100,2023-03-31,1,Principles of Management,Leadership and Management,3925,3395,86.49681528662421,Alexandra Holloway,Solution Consultant,19,12
EN2332,EMP050,COR1631,100,2023-03-31,1,User Experience & Interaction Design for AR/VR/MR/XR,Design and Product,3682,2972,80.71700162954916,Patricia Ruiz,Solution Consultant,14,7
